ID;text
140;"
1. Jeg tænkte, nå, men det’ så livet,sådan ser det altså ud.Lidt krøllet sammenbidt og gennemblødtog helt almind’ligt.
Der er nog’n chancer, som man selv kan ta’og flytte rundt med, hvis man synes.Lidt op og ned, du ved, man klarer sig.Åh, Gud, hvor åndssvagt.
Kys det nu, det satans liv,og grib det, fang detfør det er forbi, åh-åh.Ja, kys det nu, det satans liv,og grib det, fang det førdet er forbi, åh-åh, åh.
2. Bedst som livet lige gik så godt,og bilen næsten var betalt,kom du og krævede mit hjerteblodog intet mindre.
Jeg tænkte, nå, er det nu rigtig klogt,måske en smule for moderne.Jeg har jo, jeg ska’ li’, og vent dog lidt.Åh, Gud, hvor åndssvagt.
Kys det nu, det satans liv,og grib det, fang detfør det er forbi, åh-åh.Og kys mig nu godnat, farvel,og gå, nej ta’ og bli’alligevel, åh-åh, åh.
"
141;"
1. Jeg ka’ bedst med åbne vidder.Nær ved havet vil jeg boet par måneder om året,for at sjælen kan få ro.Jeg er skabt til åbent landskab,hvor vindene får fart.Hvor lærken hænger himmelhøjtog synger smukt og klart.Der brænder jeg min brændevinog sanker selv min krydderurt.Og drikker det med velbehagtil sild og hjemmebag.Jeg er skabt til åbne vidder.Nær ved havet vil jeg bo.
2. Jeg ka’ bedst med fred og frihedfor både krop og sjæl.Hvis du kommer fuld af stridslyst,så ser jeg helst din hæl.Jeg er skabt til skumringstimerog aftenbrisens sus.Med hanegal på afstand ogmed langt til næste hus. Men trods alt ikke læng’re end,at det kan ske engang, at jeg sidder under stjernerneog hører fest og sang.Jeg ka’ bedst med fred og frihedfor både krop og sjæl.
3. La’ mig høre bølgen bruseog mågens morgenskrig.Og lytte til konkyliermed havets sange i.Med det klare og det enkleer jeg på sikker grund.Når et ja er ja, og nej er nej,og tvivlen holder mund.Så lægger jeg en krans af løvet sted, hvor runestene stårsom vidner om en tanke, derhar holdt i tusind år.La’ mig høre bølgen bruseog mågens morgenskrig.Jeg ka’ bedst med åbne vidder.Nær ved havet vil jeg bo.
"
145;"
1. Sometimes a thing can change your life forever.A someone you don’t know is at your door,who brings into your life a little magic,and then becomes a someone you adore.
Hold on to each and every moment.Our summers turn to fall.And those we’ve loved have turned to memories.Who wouldn’t love and lose,than not know love at all?
2. Remembering those times we spent together.I wonder why those moments had to end.Why ev’rything we love is taken from us,yet, somehow know we’d do it all again.
I hold on to each precious moment.And then, when I recall,the joy that’s fi lled with ev’ry memory,I’d rather love and lose,than not know love at all.
"
150;"
1. Det undrer mig du stadig er herså mange gange jeg har bedt dig gåDet – og den store, vide verden –er mer’ end jeg kan holde rede på
Når mørket har lagt sighar fanget mig i sit garnog jeg står her som et barnuden en erfaringer der kun dig
Tænd et lys for migsend et brev når jegingenting kan forståKnyt et bånd til mighold min hånd, sig mighvilken vej jeg skal gåigennem vinternatten
2. Hvor er solen som sku’ skinne?Den allermindste stråle se hernedLivet er for tiden lukket indeman tror det varer i al evighed
Når mørket derudehar bragt mig væk fra mig selvså jeg kun kan sige farveltaler som en djæveler der kun dig:
Tænd et lys for mig …
Nu står vintermørket for min dørJeg er tom og trist som aldrig førVis mig en vej – bare en lille sti –ud af det mørke, som jeg er fanget i
Tænd et lys for mig …
"
151;"
1. Kom og lytt til lyset når det gryr av dag!Solen løft er sin trompet mot munnen.Lytt til hvite sommerfuglers vingeslag:Denne dag kan bli vår beste dag.Stien som vi gikk i går er like ny,hemmelig som ved vårt første morgengry.Mangt skal vi møte og mangt skal vi mestre!Dagen i dag den kan bli vår beste dag.
2. Kom og lytt til dypet når vi ror mot land!Hør maneten stemmer sine strenger.Løfterik er tonen i et fiskevak:Denne dag kan bli vår beste dag.Fjorden vår er like ny og blå og blank.Blikket ditt er fritt og ryggen like rank!Mangt skal vi møte og mangt skal vi mestre!Dagen i dag – den kan bli vår beste dag.
3. Kjære lytt til mørket når vår dag er gått.Natten nynner over fjærne åser.Mangt har dagen skjenket oss i stort og smått,mer, kan hende, enn vi har forstått.Månen over tun og tak er like ny,men tier stille om vårt neste morgengry!Mangt skal vi møte og mangt skal vi mestre!Dagen i morgen skal bli vår beste dag!
"
155;"
1. Gå til ro med alt dit væsen,det som kun er men’skers viden:Det er ikke nemt at være, en alene mod den anden,ene, kun skilt af hud.
Mirakelnatten vuggerMælkevejen stille ved sit bryst.
2. Lykkens gnister, de kan fænge,sløret falder, øjne mødes,blikke gløder i hinanden,kan hvert øjeblik antænde.Strejf af lysvingens glimt.
Mirakelnatten vuggerMælkevejen stille ved sit bryst.
3. Reb og tøjr kan du kaste,sæt dit skib til havs i stormen –sikker havn er os i vente;når vi hviler i hinanden,drømmer vi livet frem.
Mirakelnatten vuggerMælkevejen stille ved sit bryst.
4. Lad os favne gennem natten,høre pulsen slå mod mørket.Lad os vugge blidt hinanden,finde ro i stormens øje:Vid, at vi to er én.
Mirakelnatten vuggerMælkevejen stille ved sit bryst.
5. Troen, den kan flytte bjerge,det er sandt når viljen lever.Lysets vinger – de kan bæreto som ønsker nok hinanden:Bryd ensomhedens lov!
Mirakelnatten vuggerMælkevejen stille ved sit bryst.
"
156;"
1. Ytterst i verden, ytterst i vestkan hende du seile di skute.Kan hende du seile tilfeldig som gjest– kanskje du går der i rute?Uansett treng du et punkt som e fastder du frakte di skjøre last.Det e nok at det står der og brenn– en trofast gammel venn.
Har du fyr, har du løkte langs din vei?Har du fyr, et signal om riktig lei?Ei lampe som gløde i mørketog lose dæ ut og frem,som tar dæ bort og hjemmefra,men også tar dæ hjem.
2. Vårherre sa det da jorda vart te:La det bli lys! Og det ble det.Så satte han sol og måne og stjerneopp så vi kunne se det.Men det som Han glemte i skapningens gryva alle de som e dømt til å flypå havet i vær og vindnår skodde og mørke sett inn.
Har du fyr, har du løkte langs din vei?Har du fyr, et signal om riktig lei?Ei lampe som gløde i mørketog lose dæ ut og frem,som tar dæ bort og hjemmefra,men også tar dæ hjem.
3. Et landemerke førr håp og drøm– helst vil vi la det bemanneder skarven flyr og der seien svømute på kanten av landet.Et hus i havet som står han aog gjør en seiler så glad, så gladog rope så sjøen skvett:Æ vil bli sett!
Har du fyr, har du løkte langs din vei?Har du fyr, et signal om riktig lei?Ei lampe som gløde i mørketog lose dæ ut og frem,som tar dæ bort og hjemmefra,men også tar dæ hjem.
"
157;"
1. Kom nu og leg med på en vadehavsturmens kloderne selv triller rundtFølg blot et sekund universernes urder styrer det levende bundtDet pibler, det skifter, det driver herinddet finder sit løb selvom døv, ja, og blindDet sukker og samler og hitter en vejsom mønster for dig og for mig.
2. Så går vi derud over priler og sandog ser hvor det blinker og lerLangt ude der øjnes det vældige vandsom snart skyller ind mod os herFor månen vil trække og solen er medså jorden og vand må af sted, må af stedSe, havet som stiger og bølger sig opog rejser sin spændstige krop.
3. Men vaden vi går på er magelig nokmed sand og så fin og så fladOg her lander fuglene flok efter flokpå vej efter ebbetidsmadOg nu kan de spise så meget de kanmen snart bli’r det hele det pureste vandog muslinger, orme og snegle går nedi slikket og vil nok ha’ fred.
4. Først trasker vi langsomt og ser os omkringog undres ved strømmenes springSnart her og snart der og det skyller forbiDet leger og finder sin stiHov, der kom det foran og vi må ha’ fartfor nu fyldes priler og vaderne snartSå haster vi efter det levende vandog følger det helt ind til land.
 
"
158;"
1. Ikke et sandskorn, ikke étligner et andet på en prikikke en sky på himlens blåhar vi set før
Ikke en dråbe vand til havsikke en stilhed der gør tavsintet af dette smukke nuhar vi set før
Alt har sin pladsog alt sin formi denne store stjernestormVidunderligt skabtvidunderligt tænktVævet af lys fra din himmel
2. Ikke et menneske er heruden guddomligt menskeværdintet så fint af støv og åndhar vi set før
Ikke et liv er tænkt for småtelsket og helligt, ubetrådtalt er unikt og ingen herhar vi set før
Alt har sin plads ...
3. Ikke en stjerne falder neduden et glimt af evighedikke et lys som det vi serhar vi set før
Ikke en højsang uden ordsom da du blæste liv på jordaldrig et større øjeblikhar vi hørt før
Alt har sin plads ...
"
159;"
1. Dagene er gåetBlevet uger, blevet årBække små er blevet fl oder i mit hårLivet går sin gang, som det nu gør, når alt er godtmens jeg følger dig på vej i stort og småt
Men undertidenen helt ubemærketskelen efter spor
Hvis mine ord har bundet dine tankermine blikke formørket din daghvis mine tårer har stækket din begejstringta’r jeg dem tilbage
Livet er kort målt i tid rundt om solenmen det’ så højt, som din tanke kan nå og så dybt som dit hjerte tør faldeud’n at gå i stå
2. Dagene har vingerJeg kan knapt nok følge medOm et øjeblik så flyver du af stedom bag fjerne horisonter efter lykken og et kaldindtil den dag, du gribes i dit frie fald
Men undertiden ...
"
160;"
1. Hvad tænker Ingrid på, når hun er midt i myldretidPå Østerport var linje H forsinket,men hun er nået fremI går var Asger ikke helt sig selv og lunefuldDet var, som om han ikke kunne tale sandt,mon han skammer sigHun kan ikke huske, hvad hun har sagtHan kan ikke huske, hvad han har sagtHun vil ikke svare på hans besked,før hun har fri fra job
2. Kan Asger ikke se, at han har sovet længe nokHan ligner lidt sin far på måden,som han godt vil forsvinde påMen tænker han om Ingrid, at hun altid vil ha retHan cykler hurtigt gennem stefansgaderegnen lige nuHan vil ikke sige, hvad han har tænktHun kan ikke gætte, hvad han har tænktNej, han står og laver mælkehjerter, plat og baristasmart
3. For fanden, Ingrid, siger Asger, tænker Ingrid såDu ligner lidt en gammel, kønsstereotypisk hønemorOg sådan kan hun ofte tænke, mange forhold erVi lever alt for travlt og egoistisk sammen, det er tristHun har aldrig bollet med andre førHan har aldrig fattet, hvad ansvar erMen de elsker sikkert hinanden højt alligevel,ved hun godt
4. På Stefansgade leger børnehaven YggdrasilI regntøj springer Carla, Ibrahim og Cliveog Petra rundtDe leger far og mor og mor og mor og far og farMens Ingrid tjekker mails, er Asgers kaffestamperblevet vækSe, nu kigger solen bag skyen fremIngrid, hun har fri klokken kvart i femAsfalten er våd, og solen smiler stort, da den kysser den
"
162;"
1. Som en hvisken gennem kornet går duSortblå himmel mod det gule havHusker hastigt ord, som du hørteAlt hvad du har mærket er nui vores liv, som du rørte
2. Som en bølge under broen slår duI mit hjerte er du her endnuHusker hastigt ord, som du hørteAlt hvad du har mærket er nui vores liv, som du rørte
3. Som et fugletræk på himlen får duSavnets vinger til at svæve blødtHusker hastigt ord, som du hørteAlt hvad du har mærket er nui vores liv, som du rørte
4. Kun en hvisken gennem kornet når duMen den hvisken er en evighedHusker hastigt ord, som du hørteAlt hvad du har mærket er nui vores liv, som du rørte
"
164;"
1. Nymånens skæve smilLyset på fjerde salTegner liv på gardinVækket af nattergalLys på lysBrænder mildt i mørkets favnHånd ved håndRamadan i København
2. Solen den når sin topCyklerne i en strømVarmen i byens kropBlikket er fyldt af drømLys på lysKæmper for at finde vejHånd ved håndRamadan i København
3. Når skyggerne er længstSamler vi os igenSkumringstid - så i sengStemmerne er et hjemLys på lysØjeblikket strækker sigHånd ved håndRamadan i København
4. Himlen er aftenrødGlasset der fyldes opDadler og mælk og brødGlæden der følger tropLys på lysTændes i en fødebyHånd ved håndRamadan i København
5. Stjernerne kigger medKroppen vendt mod sydøstPanden mod tæppet nedOrdene søger trøstLys på lysTaknemligheden i Hans navnHånd ved håndNu rammer dagen KøbenhavnRamadan i KøbenhavnRamadan i København
"
165;"
1. Nu går vindmøllerne i ståkranerne på havnen hviler på skråOver himlen svaner fra SASscootere i forstæderne gi’r den gasFolk i kø på E45står ud af deres biler, hvad skal de gøreand I don’t know what to look for if there’s nothing to see
Men jeg håber at dø er at rejse, åh-uhnu går vindmøllerne i ståog jeg tror på at toner de kan svejse, åh-uhnu går vindmøllerne i stå
2. Nu bli’r storcentret lukket nednattevagten går sin runde i fredFra en radio lyder en sang solen bli’r så rød og skyggerne langePå en sportsplads hem’lige bålpi’r og drenge deler hem’lige måland I don’t know what it feels like in a tunnel of love
Men jeg håber at dø er at rejse, åh-uh …
Hvem var den førsteHvem er den næsteHvem var den førsteHvem er den næste
3. Nu går vindmøllerne i gangnattens mørke telt pakkes ned i en sangSolkanonen blænder forstandenhundredtusind hænder finder hinandenPå en bjergtop danser en kroprejsekammerater rejser sig opand we know now, we won’t be here for eternity
Men jeg håber at dø er at rejse, åh-uhnu går vindmøllerne i ståog jeg tror på at toner de kan svejse, åh-uhnu går vindmøllerne i ring
nu går vindmøllerne i ringnu går vindmøllerne i ringnu går vindmøllerne i ring
"
166;"
1. Der findes en livstid for alting på jordenen tid til at indånde lysende morgenog modtage hverdagen stille fra himlenmed kræfter til glæden og kræfter til sorgen
2. Og livet er solstrøm og elskov i stuerhvor mennesker mødes i levende kroppeog rører hinanden med sitrende hændersom mørket, der truer os, ikke kan stoppe
3. Og livet er gader med nogen at mødeog nogen at føre til ukendte stederog nogen at elske mens bjergene rysterog celler forenes og nyfødte græder
4. Og livet er gange med ofre og afskedog nogen at tage i hånden i sengehvor håbet er ude og sprogene svigterat sidde der sagte, at sidde der længe
5. Og dagene kommer og dagene svinderog aftnerne kærtegner hviskende sivettil nogen fortæller mens solen forstrålerat dagenes kommen og gåen var livet
6. Der findes en livstid for alting på jordenfor kroppenes fødsler og skabelsens dageSå griber vi chancen: I dag skal vi levedet liv som vi fik og endnu har tilbage
"
167;"
1. Med byer der ligger ved hav og ved bugtmed blæst mod de græsklædte skrænterhvor solstråler spiller en fuga i lyspå brændingens hvide tangenter –mit land er hvor vintrene tøver før sommeri regnklare forår når viberne kommer for vist vil de kommevil viberne komme igen
2. et land der forbindes på kryds og på tværsaf veje og broer og skinnerder løber langs skove og vandløb og enghvor arter dør ud og forsvinderog stier langs marker hvor nogen kan huskeen maj måneds læhegn af blomstrende buskefor vist skal de blomstreskal hegnene blomstre i maj
3. og dufte og hviske om længsler og savnså hjertet blir kærlighedsdrejetog åbent for det der er ukendt og nytog det der er mer end vort egetsom hylden der breder de svalende hænderog rækker os sange med stjerneantennerfor vist skal de leveskal sangene leve i os
4. og synge om byer med huse og træerog parker med plæner og bedehvor børn spiller bold og de elskende gårog samler det lys de skal spredeja synge så hjerterne næsten må bristeom det vi er tankeløst nær ved at mistefor vist skal de drømmesskal drømmene drømmes af os
5. en drøm om et folk der med udsyn og åndbevarer en ligevægtssfærehvor livet kan forme sig værdigt og fritog mer ikke blot kræver mere –en fremtid der skabes i tæt symbiosemed lærker og viber i engdrag og mosefor vist vil de kommevil viberne komme igen.
"
